Robot; nTask; A; B; C; totDist; interference;Time 
0;2;2;0;0;66138;29;85.00
1;2;2;0;0;67122;26;85.00
2;2;2;0;0;67084;35;85.00
3;1;1;0;0;65325;24;85.00
