Robot; nTask; A; B; C; totDist; interference;Time 
0;2;2;0;0;66150;19;82.40
1;2;2;0;0;67153;27;82.40
2;2;2;0;0;35888;30;82.40
3;1;1;0;0;65391;27;82.40
