Robot; nTask; A; B; C; totDist; interference;Time 
0;3;3;0;0;68182;19;192.70
1;3;3;0;0;68176;19;192.70
0;-1;0;0;0;0;0;192.70
0;-1;0;0;0;0;0;192.70
