Robot; nTask; A; B; C; totDist; interference;Time 
0;3;3;0;0;35483;18;182.50
1;3;3;0;0;67997;20;182.50
0;-1;0;0;0;0;0;182.50
0;-1;0;0;0;0;0;182.50
