Robot; nTask; A; B; C; totDist; interference;Time 
0;3;3;0;0;68174;18;186.10
1;3;3;0;0;68294;18;186.10
0;-1;0;0;0;0;0;186.10
0;-1;0;0;0;0;0;186.10
