Robot; nTask; A; B; C; totDist; interference;Time 
0;3;3;0;0;68070;49;202.40
1;3;3;0;0;68209;49;202.40
0;-1;0;0;0;0;0;202.40
0;-1;0;0;0;0;0;202.40
