Robot; nTask; A; B; C; totDist; interference;Time 
0;4;4;0;0;69683;66;209.00
1;3;3;0;0;68015;51;209.00
0;-1;0;0;0;0;0;209.00
0;-1;0;0;0;0;0;209.00
