Robot; nTask; A; B; C; totDist; interference;Time 
0;3;3;0;0;68516;58;212.00
1;4;4;0;0;69522;71;212.00
0;-1;0;0;0;0;0;212.00
0;-1;0;0;0;0;0;212.00
