Robot; nTask; A; B; C; totDist; interference;Time 
0;3;3;0;0;68524;59;232.50
1;4;4;0;0;38183;66;232.50
0;-1;0;0;0;0;0;232.50
0;-1;0;0;0;0;0;232.50
