Robot; nTask; A; B; C; totDist; interference;Time 
0;3;2;0;0;99124;19;192.60
1;3;2;0;0;99177;21;192.60
0;-1;0;0;0;0;0;192.60
0;-1;0;0;0;0;0;192.60
