Robot; nTask; A; B; C; totDist; interference;Time 
0;3;3;0;0;68156;54;215.90
1;3;3;0;0;68115;78;215.90
0;-1;0;0;0;0;0;215.90
0;-1;0;0;0;0;0;215.90
