Robot; nTask; A; B; C; totDist; interference;Time 
0;2;2;0;0;66752;29;115.30
1;2;1;0;0;98072;27;115.30
2;2;2;0;0;66739;39;115.30
3;2;2;0;0;66632;59;115.30
