Robot; nTask; A; B; C; totDist; interference;Time 
0;2;2;0;0;66790;25;116.30
1;2;2;0;0;66642;39;116.30
2;2;2;0;0;66821;39;116.30
3;2;2;0;0;35443;32;116.30
