Robot; nTask; A; B; C; totDist; interference;Time 
0;2;2;0;0;66615;29;116.30
1;2;2;0;0;66749;34;116.30
2;2;2;0;0;66558;33;116.30
3;2;2;0;0;35460;29;116.30
