Robot; nTask; A; B; C; totDist; interference;Time 
0;3;3;0;0;67738;41;163.20
1;3;3;0;0;68817;54;163.20
0;-1;0;0;0;0;0;163.20
0;-1;0;0;0;0;0;163.20
