Robot; nTask; A; B; C; totDist; interference;Time 
0;3;3;0;0;35108;48;170.30
1;3;3;0;0;68597;51;170.30
0;-1;0;0;0;0;0;170.30
0;-1;0;0;0;0;0;170.30
