Robot; nTask; A; B; C; totDist; interference;Time 
0;3;3;0;0;67809;40;162.90
1;2;3;0;0;36077;62;162.90
0;-1;0;0;0;0;0;162.90
0;-1;0;0;0;0;0;162.90
