Robot; nTask; A; B; C; totDist; interference;Time 
0;6;3;1;2;38581;90;296.40
1;5;2;2;1;69700;78;296.40
0;-1;0;0;0;0;0;296.40
0;-1;0;0;0;0;0;296.40
