Robot; nTask; A; B; C; totDist; interference;Time 
0;6;3;1;2;70766;98;283.70
1;5;2;2;1;69640;70;283.70
0;-1;0;0;0;0;0;283.70
0;-1;0;0;0;0;0;283.70
