Robot; nTask; A; B; C; totDist; interference;Time 
0;3;3;0;0;68025;17;176.80
1;3;3;0;0;68112;19;176.80
0;-1;0;0;0;0;0;176.80
0;-1;0;0;0;0;0;176.80
