Robot; nTask; A; B; C; totDist; interference;Time 
0;4;2;1;1;3878;64;222.40
1;4;2;1;1;68620;56;222.40
0;-1;0;0;0;0;0;222.40
0;-1;0;0;0;0;0;222.40
